ID,ImageType,BeforeAfterDiagram,Prompt_JP,Prompt_EN
14_intermediate_custom-learning-roadmap-01-Before,traditionalMethodDiagram,【従来の独学法】新しいことを学びたい → Webで情報を検索 → 「初心者はまずPython」「いやJavaScriptからだ」といった多様な意見に遭遇 → どれが自分の目標に最適か判断できず情報迷子になる → 結果、学習を開始できない。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が複数の標識が異なる方向を指す混乱した交差点に立っている。迷って困惑しているように見える。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is standing at a confusing crossroads with multiple signs pointing in different directions. They look lost and confused. Simple line art, sketch-like quality."
14_intermediate_custom-learning-roadmap-02-After,aiMethodDiagram,【超AI独学法】AIに「最終目標は創造にを解放するAIサービス開発」とキャリアゴールを相談 → 「個人的な興味は現代アートと認知心理学」と情熱を伝える → AIが目標と情熱を融合させたロードマップを設計 → 「Pythonでの画像認識と、鑑賞者の感情分析を組み合わせる」といったユニークな学習計画が完成 → ワクワクしながら学習を開始できる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAIキャリアデザイナーに自分のキャリアゴール（旗のアイコン）と情熱（ハートのアイコン）を伝えている。AIが2つの異なる色の糸（キャリアと情熱）を巧みに編み込んで、パーソナライズされた学習ロードマップを表す単一の強くユニークなロープにしている様子。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is telling an AI career designer about their career goals (flag icon) and passions (heart icon). The AI is skillfully weaving together two different colored threads (career and passion) into a single, strong, and unique rope, representing a personalized learning roadmap. Simple line art, sketch-like quality."
49_beginner_book-recommendation-01-Before,traditionalMethodDiagram,【従来の独学法】本屋やネット書店を訪れる。→ ベストセラーや話題の本が平みになっている。→ 多くの人が読んでいるという理由で購入する。→ しかし、読んでみると自分には合わなかったり、既に知っている内容だったりする。→ 知的成長が停滞し、読書へのモチベーションが低下する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が他の皆が読んでいる一般的なベストセラーを読みながら退屈そうにしている様子。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown looking bored while reading a generic bestseller that everyone else is reading. Simple line art, sketch-like quality."
49_beginner_book-recommendation-02-After,aiMethodDiagram,【超AI独学法】過去の読書履歴（特に感銘を受けた本、途中で挫折した本）をAIにインプット。→ 「私の読書傾向と、自分では気づいていない潜在的な興味を分析し、私の知的世界を拡張する『運命の一冊』を推薦して」と依頼。→ AIがあなたの「読書DNA」を解析し、全く新しい分野の良書や、あなたの興味をさらに深める専門書を、具体的な理由と共に推薦する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が読書履歴（本のリスト）を賢いAI司書に渡している。AIが読書パターンを分析し、光るオーラを持つ驚くべきニッチな本を推薦している。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their reading history (a list of books) to a wise AI librarian. The AI analyzes their reading patterns and recommends a surprising, niche book with a glowing aura. Simple line art, sketch-like quality."
47_intermediate_market-value-career-01-Before,traditionalMethodDiagram,【従来の独学法】「今の給料、もしかして安いかも…」と漠然とした不安を抱く。→ 転職サイトを眺めてみるが、多様な求人情報の中から自分の本当の市場価値を判断できない。→ 転職して成功する保証もなく、明確な判断基準がないまま、時間だけが過ぎていく。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が給与明細を見て、その上に大きな疑問符があり、自分の市場価値について不安を感じている様子。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is looking at their paycheck with a large question mark over it, feeling anxious about their market value. Simple line art, sketch-like quality."
47_intermediate_market-value-career-02-After,aiMethodDiagram,【超AI独学法】AIに「あなたは最新の労働市場データに精通した、超優秀なヘッドハンターです」と役割を与える。→ 自身の職務経歴とスキルセットをインプットする。→ AIが客観的な市場価値（想定年収レンジ）を算出。→ さらに、「3年後に年収を20%アップさせるための、具体的なキャリア戦略と習得すべきスキル」を提案させる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が履歴書をプロフェッショナルなAIヘッドハンターに渡している。AIが天秤を使ってスキルを客観的に計量し、給与範囲とそれを上げる戦略的計画を示す明確なレポートを提示している。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their resume to a professional AI headhunter. The AI uses a scale to objectively weigh their skills and presents a clear report showing salary range and a strategic plan to increase it. Simple line art, sketch-like quality."
45_intermediate_visualize-physics-01-Before,traditionalMethodDiagram,【従来の独学法】相対性理論に関する解説書を読む。→ 「光の速さに近づくと、時間の進み方が遅れる」という文章を読む。→ アインシュタインの有名な数式「E=mc²」を見る。→ 全く具体的なイメージができない。→ 頭の中が「？」でいっぱいになり、理解を諦める。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物の頭が複雑な物理方程式E=mc²を見て疑問符で満たされている。コンセプトを視覚化できない。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person's head is filled with question marks as they look at the complex physics equation E=mc². They cannot visualize the concept. Simple line art, sketch-like quality."
45_intermediate_visualize-physics-02-After,aiMethodDiagram,【超AI独学法】AIに「光速と時間の関係性について、Mermaid記法を用いて、ステップバイステップのアニメーション風図解を作成して」と依頼。→ AIが、地上の人と光速ロケットに乗る人の時計の進み方を比較する、インタラクティブな図解を生成。→ パラメータを動かしながら、時間の遅れを視覚的に体感する。→ 「なるほど、こういうことか！」と直感的な理解に至る。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。AIイラストレーターが人物に、光速に近い速度で移動するロケットの簡単なステップバイステップのアニメーション図を見せている。図は視覚的な手がかりを使って時間の遅れの概念を直感的にしている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. An AI illustrator is showing a person a simple, step-by-step animated diagram of a rocket traveling at near-light speed. The diagram uses visual cues to make the concept of time dilation intuitive. Simple line art, sketch-like quality."
44_intermediate_metaphor-creation-01-Before,traditionalMethodDiagram,【従来の独学法】専門的な内容を説明する。→ つい、いつも通りの専門用語を並べてしまう。→ 相手の顔が「？」で満たされる。→ さらに詳しく説明しようとして、さらに専門用語を重ねてしまう。→ 相手は完全に思考を停止し、コミュニケーションが断絶する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。専門家の吹き出しが密度の高い読めない技術的記号で満たされている。聞き手は完全に迷っているように見え、コミュニケーションの障壁を示している。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. An expert's speech bubble is filled with dense, unreadable technical symbols. The listener looks completely lost, showing a communication barrier. Simple line art, sketch-like quality."
44_intermediate_metaphor-creation-02-After,aiMethodDiagram,【超AI独学法】AIに「『API連携』の概念を、当社の営業部長（58歳、趣味はゴルフ）にも分かるように、ゴルフに例えて説明して」と依頼。→ AIが相手の世界観に合わせた比喩を瞬時に生成。→ 「API連携とは、クラブハウスとゴルフカートを繋ぐ、あの連絡通路のようなものです」といった説明で、相手が「なるほど！」と膝を打つ。→ 共通言語が生まれ、深い理解に繋がる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。友好的なAI比喩魔術師が難しい技術用語を、レストランでウェイターが客にサービスする簡単で魅力的なイラストに変換している。聞き手に電球の瞬間がある。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A friendly AI metaphor magician transforms difficult technical terms into a simple, charming illustration of a waiter serving a customer in a restaurant. The listener has a lightbulb moment. Simple line art, sketch-like quality."
43_advanced_voice-memo-research-01-Before,traditionalMethodDiagram,【従来の独学法】シャワー中に画期的なアイデアが浮かぶ！→ 急いでメモを取ろうとするが、断片的なキーワードしか残せない。→ 後からメモを見返しても、意味不明な単語の羅列に見える。→ あの時の熱量と興には完全に消失し、貴重なアイデアが無駄になる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がシャワーで素晴らしいアイデア（電球）を持っているが、アイデアは記録する前に割れて消える壊れやすい石鹸の泡として示されている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person has a brilliant idea (a lightbulb) in the shower, but the idea is shown as a fragile soap bubble that pops and disappears before they can record it. Simple line art, sketch-like quality."
43_advanced_voice-memo-research-02-After,aiMethodDiagram,【超AI独学法】ひらめいた瞬間に、スマートフォンのAIアプリに音声で話しかける。→ 感情の赴くままに、アイデアを熱く語る。→ AIがその音声メモを自動で分析し、関連する市場データ、競合情報、技術的課題などをリサーチ。→ 数時間後、事業計画の骨子まで含んだレポートが届く。→ ひらめきが、具体的な企画へと自動的に成長している。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がスマートフォンにアイデアを話している。友好的なAIインキュベーターロボットがアイデア（電球）をキャッチし、鉢に植えて、即座に構造化されたプロジェクト計画を表す小さな木に成長させている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person speaks their idea into a smartphone. A friendly AI incubator robot catches the idea (the lightbulb) and plants it in a pot, where it instantly grows into a small tree representing a structured project plan. Simple line art, sketch-like quality."
42_advanced_analyze-thinking-bias-01-Before,traditionalMethodDiagram,【従来の独学法】新しい企画を立案する。→ 過去の成功体験に無意識に引きずられる。→ 自分では論理的かつ観的に考えているつもり。→ しかし、第三者から見ると「また同じパターンだ」と指摘される。→ 自身の思考のクセに気づけないまま、成長が停滞する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が鏡を見ているが、反射は歪んだ理想化された自分のバージョン。自分の欠点に気づいていない。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is looking into a mirror, but the reflection is a distorted, idealized version of themselves. They are blind to their own flaws. Simple line art, sketch-like quality."
42_advanced_analyze-thinking-bias-02-After,aiMethodDiagram,【超AI独学法】過去に作成した企画書やレポート10個をAIに読み込ませる。→ 「私の思考のクセや、陥りがちな認知バイアスを、行動経済学の観点から分析・指摘してください」と依頼。→ AIが認知科学者として冷徹に分析し、「確証バイアス」「権威への服従」「利用可能性ヒューリスティック」といった思考の歪みを、具体的な証拠と共に指摘する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が過去の文章をAI認知科学者に渡している。AIがテキストを分析し、虫眼鏡を使って文書内の特定の認知バイアスをハイライトし、人物の盲点を明らかにしている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their past writings to an AI cognitive scientist. The AI analyzes the text and uses a magnifying glass to highlight specific cognitive biases in the document, revealing the person's blind spots. Simple line art, sketch-like quality."
41_intermediate_business-plan-validation-01-Before,traditionalMethodDiagram,【従来の独学法】「このアイデア、絶対に成功するはずだ…」と情熱を燃やす。→ しかし、収益モデルは？ターゲット市場の規模は？競合との差別化は？→ 考えるべきことの多さに圧倒され、思考が停止。→ 結局、最初の一歩を踏み出せないまま、アイデアは風化していく。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が壊れやすそうな電球（アイデア）を持っているが、複数の方向から鋭く尖った質問の矢に攻撃されている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is holding a fragile-looking lightbulb (the idea), but is being bombarded by sharp, pointy question arrows from multiple directions. Simple line art, sketch-like quality."
41_intermediate_business-plan-validation-02-After,aiMethodDiagram,【超AI独学法】AIに「あなたは孫正義氏のような、数々の成功を収めてきた伝説のベンチャーキャピタリストです」と役割を与える。→ 温めてきた事業アイデアを情熱的にプレゼンする。→ AIが厳しい投資家目線で、アイデアの穴やリスクを徹底的に分析し、鋭い質問を投げかけてくる。→ この壁打ちを通じて、アイデアが磨かれ、実現可能性の高い事業計画へと進化していく。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がアイデアを厳しいが公正なAI投資家に提示している。AIの鋭い質問が鍛冶屋のハンマーとして示され、壊れやすい電球を強固なダイヤモンドに鍛えている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is presenting their idea to a tough but fair AI investor. The AI's sharp questions are shown as a blacksmith's hammer, forging the fragile lightbulb into a strong, solid diamond. Simple line art, sketch-like quality."
40_advanced_devil-advocate-01-Before,traditionalMethodDiagram,【従来の独学法】同僚や部下に企画のレビューを依頼する。→ しかし、人間関係への配慮から、本質的で厳しい指摘はなされにくい。→ 結果、当たり障りのないフィードバックしか得られず、根本的な弱点が見過ごされる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が同僚グループにアイデアを提示している。同僚は皆、礼儀正しくうなずき、親指を立てて一般的な賞賛をしており、本当のフィードバックの欠如を示している。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is presenting their idea to a group of colleagues. The colleagues are all nodding politely and giving generic praise with thumbs up, showing a lack of real feedback. Simple line art, sketch-like quality."
40_advanced_devil-advocate-02-After,aiMethodDiagram,【超AI独学法】AIに「あなたは極めて優秀だが、非常に懐疑的なリスクコンサルタントだ。私の企画の欠点を、あらゆる角度から、忖度なく徹底的に指摘してほしい」と役割を与える。→ AIが感情や人間関係を一切排除し、純粋に論理的な視点から、企画の穴や想定の甘さをリストアップする。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が小さな悪魔の角をつけた単一のAIロボットにアイデアを提示している。AIがチェックリストに潜在的な欠陥とリスクの長い批判的なリストを提供している。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is presenting their idea to a single AI robot wearing small devil horns. The AI is providing a long, critical list of potential flaws and risks on a checklist. Simple line art, sketch-like quality."
39_tatsuya_beginner_devils-advocate-01-Before,traditionalMethodDiagram,【従来の独学法】同僚や部下にレビューを依頼するが、人間関係に配慮して厳しい指摘をしづらい。その結果、当たり障りのないフィードバックしか得られず、根本的な弱点が見過ごされがち。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が同僚に計画についてフィードバックを求めている。同僚は礼儀正しくするために曖昧で役に立たない褒め言葉を言っている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person asks colleagues for feedback on a plan. The colleagues give vague, unhelpful compliments to be polite. Simple line art, sketch-like quality."
39_tatsuya_beginner_devils-advocate-02-After,aiMethodDiagram,【超AI独学法】AIに「あなたは非常に懐疑的で、あらゆる企画の欠点を見つけ出すのが得意なリスクコサルタントです。これから私の企画を説明するので、考えうる全ての弱点、リスク、反論を厳しく指摘してください」と役割を与える。→ AIが忖度なく、客観的な視点から企画の穴を徹底的にリストアップする。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が計画を懐疑的に見えるAIリスクコンサルタントに説明している。AIがクリップボードにすべての可能な弱点の直接的で率直なリストを提供している。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person explains their plan to a skeptical-looking AI risk consultant. The AI provides a direct, blunt list of all possible weaknesses on a clipboard. Simple line art, sketch-like quality."
38_tatsuya_intermediate_chain-of-thought-01-Before,traditionalMethodDiagram,【従来の独学法】「新商品のキャッチコピーを考えて」とAIに指示する。→ AIが「心ときめく、最高の逸品」のような、ありきたりで具体性のないキャッチコピーを複数提案する。→ 結局、自分の頭で考え直すことになる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAIに質問をしている。AIがブラックボックスから出てくる一般的で表面的な答えを与え、人物を満足させていない。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person asks an AI a question. The AI gives a generic, superficial answer that comes out of a black box, leaving the person unsatisfied. Simple line art, sketch-like quality."
38_tatsuya_intermediate_chain-of-thought-02-After,aiMethodDiagram,【超AI独学法】AIに「新商品のキャッチコピーを、思考の連鎖（Chain of Thought）を用いて考えてください。まずターゲット顧客を定義し、次にその顧客の悩みを分析し、最後にその悩みを解決する言葉を選び出す、というステップで思考プロセスを記述してください」と指示。→ AIが思考の過程を一つずつ言語化しながら、論理的で説得力のあるキャッチコピーを導き出す。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がAIに質問をしている。AIが考えている様子が示され、その思考プロセスが番号付きのステップ間の矢印を持つ明確で論理的なシーケンスとして視覚化されている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person asks an AI a question. The AI is shown thinking, with its thought process visualized as a clear, logical sequence of numbered steps with arrows between them. Simple line art, sketch-like quality."
37_advanced_fact-opinion-separation-01-Before,traditionalMethodDiagram,【従来の独学法】ある新サービスに関する記事を読む。→ A社は「革命的だ」と絶賛。→ B社は「期待外れだ」と酷評。→ どちらの情報を信じれば良いか分からず、混乱する。→ 情報に振り回され、判断を誤るリスクが高まる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が対立する矢印を持つ2つの異なるニュース記事に引っ張られている様子。人物は混乱して判断できないように見える。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown being pulled in two different directions by two conflicting news articles with opposing arrows. The person looks confused and unable to make a judgment. Simple line art, sketch-like quality."
37_advanced_fact-opinion-separation-02-After,aiMethodDiagram,【超AI独学法】立場の異なる複数記事のURLをAIに提示。→ 「これらの記事から、客観的な『事実』と、各メディアの『意見（論調）』を完全に分離し、構造化して提示してください」と指示。→ AIが各記事を比較分析し、「確定ファクトリスト」「各社のオピニオン分析」「潜在的なバイアスの指摘」をレポート化。→ 情報の偏りを冷静に把握し、的確な判断を下す。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。冷静で集中したAIファクトチェッカーが複数のニュース記事を2つのきれいで別々の箱に分類している様子。1つは客観的事実用、もう1つはメディアの意見用で、混沌に明確さをもたらしている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A calm, focused AI fact-checker is shown sorting multiple news articles into two neat, separate boxes. One box for objective facts and another for media opinions, bringing clarity to the chaos. Simple line art, sketch-like quality."
36_tatsuya_intermediate_gemini-deep-research-01-Before,traditionalMethodDiagram,【従来の独学法】Google検索で上位表示される記事から読んでいく。関連リンクを次々とクリックし、気づけば何十ものタブが開いている。しかし、情報が断片的で、全体像や論点の構造が掴めないまま時間だけが過ぎいく。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が無数のブラウザタブと情報リンクで作られた密林で迷子になっている。木しか見えず、森全体が見えない。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is lost in a dense forest made of countless browser tabs and information links. They can only see the trees, not the whole forest. Simple line art, sketch-like quality."
36_tatsuya_intermediate_gemini-deep-research-02-After,aiMethodDiagram,【超AI独学法】Gemini AdvancedのDeep Research機能（あるいはそれに類する高度な調査プロンプト）を使い、「『合成燃料（E-fuel）の将来性』についてディープリサーチを実行してください。市場規模、主要プレイヤー、技術的課題、倫理的論点、今後の展望といった観点から、構造化されたレポートを作成して」と指示。→ Geminiが自律的に多角的な調査を行い、数分で体系的な調査レポートの骨子を生成する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が単一のトピックを小さく効率的なAIロボットのチームに渡している。ロボットたちが協力して素早く森全体を調査し、明確で構造化された地図を描いている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives a single topic to a team of small, efficient AI robots. The robots work together to quickly survey the entire forest and draw a clear, structured map of it. Simple line art, sketch-like quality."
35_intermediate_concept-map-01-Before,traditionalMethodDiagram,【従来の独学法】新規事業計画を立案 → 様々な要素（市場、競合、技術、収益…）が頭の中で絡まり合い、思考が混乱 → ホワイトボードに付箋を貼って整理しようとするが、複雑な関係性を描ききれず、思考停止に陥る。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物の頭に多くの断絶したキーワードやアイデアが混沌と浮かんでいる様子。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person's head is shown with many disconnected keywords and ideas floating around chaotically. Simple line art, sketch-like quality."
35_intermediate_concept-map-02-After,aiMethodDiagram,【超AI独学法】AIに「この新規事業のアイデアに関するブレストメモです。これを基に、中心概念から各要素が放射状に広がるコンセプトマップを作成してください」と依頼 → 断片的なキーワード群をAIが瞬時に構造化 → 中心に事業名、そこから市場・競合・技術・収益モデルといった主要ノードが伸び、関連要素が線で結ばれた「思考の地図」が完成する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が混沌とした思考を友好的なAIダイアグラム専門家に渡している。AIが即座にアイデアを中央のテーマと接続されたノードを持つクリーンで明確なコンセプトマップに整理し、すべての隠れた接続を明らかにしている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person gives their chaotic thoughts to a friendly AI diagramming expert. The AI instantly organizes the ideas into a clean and clear concept map with a central theme and connected nodes, revealing all the hidden connections. Simple line art, sketch-like quality."
50_tatsuya_intermediate_ai-era-output-thinking-01-Before,traditionalMethodDiagram,【従来の独学法】資料作成のテクニックやデザインの型を学ぶ。インプットを増やし、知識量で勝負しようとする。しかしAIの圧倒的な情報処理能力の前では、知識量だけでの差別化は困難になる。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が知識蓄積のレースでAIと競争しようとしており、ストレスと圧倒されているように見える。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown trying to compete with an AI in a race of knowledge accumulation, looking stressed and overwhelmed. Simple line art, sketch-like quality."
50_tatsuya_intermediate_ai-era-output-thinking-02-After,aiMethodDiagram,【超AI独学法】AIを「高速なリサーチと下書き担当の部下」と位置づける。自分は「問いを立てる」「情報の構造を設計する」「最終的な意思決定と表現に責任を持つ」という、編集長やプロデューサーの役割に徹する。AIの生成物を鵜呑みにせず、常に批判的な視点で「なぜそう言えるのか？」「本質は何か？」を問い続ける。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が監督椅子に座る映画監督やエディターとして描かれ、AIを研究アシスタントやカメラクルーとして使用している。人物は全体像に焦点を当て、独自の創造的なタッチを加えている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is depicted as a film director or editor in a director's chair, using an AI as a research assistant and camera crew. The person is focusing on the big picture and adding their unique, creative touch. Simple line art, sketch-like quality."
46_tatsuya_advanced_notebooklm-knowledge-base-01-Before,traditionalMethodDiagram,【従来の独学法】自分のPCのフォルダやEvernoteなどで情報を管理する。キーワード検索でファイルを見つけることはできるが、ファイルを開いて中身を読むまで、何が書かれているか分からない。情報がサイロ化し、横断的な活用ができない。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が大きく乱雑な倉庫で整理されていないファイルキャビネットの中から特定の情報を探そうとしている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is trying to find a specific piece of information in a large, messy warehouse full of unorganized file cabinets. Simple line art, sketch-like quality."
46_tatsuya_advanced_notebooklm-knowledge-base-02-After,aiMethodDiagram,【超AI独学法】GoogleのNotebookLMに、これにでに手掛けたプロジェクトの企画書、議事録、報告書などを全てアップロードする。「過去のAプロジェクトとBプロジェクトの成功要因を比較分析し、今回のCプロジェクトに活かせる教訓を抽出して」と指示。→ NotebookLMが、アップロードされた自分の知識だけを基に、横断的な分析と洞察を提供する。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物がすべての文書を安全なデジタル脳アイコンにアップロードしている様子。その後、自分の蓄積された知識を表すロボットアバターと洞察に満ちた会話をしている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is shown uploading all their documents into a secure, digital brain icon. They are then having an insightful conversation with a robot avatar that represents their own accumulated knowledge. Simple line art, sketch-like quality."
48_tatsuya_advanced_future-career-strategy-01-Before,traditionalMethodDiagram,【従来の独学法】業界紙やビジネス書を読み、未来予測をインプットする。しかし、マクロなトレンドと、自自身のミクロなキャリアとをどう結びつければ良いか分からず、具体的な行動計画に落とし込めない。,ミニマリスト・グラフィックレコーディングスタイル、インフォグラフィック、手描き風、モノクローム、白黒、4:3アスペクト比。人物が霧がかった不確実な未来の道を見ている。スキルが時代遅れになることを不安に思っている。シンプルなラインアート、スケッチ風の質感。,"Minimalist graphic recording style, infographic, hand-drawn, monochrome, black and white, 4:3 aspect ratio. A person is looking at a foggy and uncertain future path. They look anxious about their skills becoming obsolete. Simple line art, sketch-like quality."
